educational programme, educational programmes	utbildningsprogram, utbildningsprogrammet, utbildningsprogram	N
effect, effects	effekt, effekten, effekter	N
effect, effected, effected	 genomföra, genomförde, genomfört	V
effective	effektiv, effektivt	A
efficient	effektiv, effektivt	A
electrical	elektrisk, elektriskt	A
electricity, electricitys	elektricitet, elektriciteten, elektriciteter	N
electromagnetic	elektromagnetisk, elektromagnetiskt	A
electromagnetic wave, electromagnetic waves	elektromagnetisk strålning, elektromagnetiska strålningen, elektromagnetiska strålningar	N
electronic	elektronisk, elektroniskt	A
electronics, electronics	elektronik, elektroniken, elektroniker	N
element, elements	element, elementet, element	N
elliptic	elliptisk, elliptiskt	A
embed, embedded, embedded	 inbädda, inbäddade, inbäddat	V
emergency, emergencys	kris, krisen, kriser	N
empirical	empirisk, empiriskt	A
employee, employees	anställd, anställda, anställda	N
empty set, empty sets	tom mängd, tomma mängden, tomma mängder	N
enable, enabled, enabled	 möjliggöra, möjliggjorde, möjliggjort	V
encapsulation, encapsulations	inkapsling, inkapslingen, inkapslingar	N
encode, encoded, encoded	 koda, kodade, kodat	V
encrypt, encrypted, encrypted	 kryptera, krypterade, krypterat	V
encryption, encryptions	kryptering, krypteringen, krypteringar	N
end, ends	slut, slutet, slut	N
end, ended, ended	 avsluta, avslutade, avslutat	V
end user, end users	slutanvändare, slutanvändaren, slutanvändare	N
energy, energies	energi, energin, energier	N
engine, engines	motor, motorn, motorer	N
engineering, engineerings	ingenjörsvetenskap, ingenjörsvetenskapen, ingenjörsvetenskaper	N
enhance, enhanced, enhanced	 höja, höjde, höjt	V
enhancement, enhancements	förbättring, förbättringen, förbättringar	N
entity, entities	entitet, entiteten, entiteter	N
entry, entries	inträde, inträdet, inträden	N
entry requirement, entry requirements	behörighet, behörigheten, behörigheter	N
environment, environments	miljö, miljön, miljöer	N
equalizer, equalizers	utjämnare, utjämnaren, utjämnare	N
equation, equations	ekvation, ekvationen, ekvationer	N
equipment, equipments	utrustning, utrustningen, utrustningar	N
error, errors	fel, felet, fel	N
escape, escapes	flykt, flykten, flykter	N
escape, escaped, escaped	 fly, flydde, flytt	V
essential	essentiell, essentiellt	A
essential, essentials	väsentlighet, väsentligheten, väsentligheter	N
establish, established, established	 etablera, etablerade, etablerat	V
estimate, estimated, estimated	 estimera, estimerade, estimerat	V
ethernet, ethernets	ethernet, ethernetet, ethernet	N
ethical aspect, ethical aspects	etisk aspekt, etiska aspekten, etiska aspekter	N
ethics, ethics	etik, etiken, etiker	N
evaluate, evaluated, evaluated	 evaluera, evaluerade, evaluerat	V
evaluation, evaluations	evaluering, evalueringen, evalueringar	N
event, events	händelse, händelsen, händelser	N
evolution, evolutions	evolution, evolutionen, evolutioner	N
examination, examinations	examination, examinationen, examinationer	N
examination hall exam, examination hall exams	salstentamen, salstentamen, salstentamina	N
example, examples	exempel, exemplet, exempel	N
exception, exceptions	undantag, undantaget, undantag	N
exception handling, exception handlings	undantagshantering, undantagshanteringen, undantagshanteringar	N
exchange, exchanges	utbyte, utbytet, utbyten	N
exchange, exchanged, exchanged	 byta, bytte, bytt	V
executable	exekverbar, exekverbart	A
execute, executed, executed	 exekvera, exekverade, exekverat	V
execution, executions	exekvering, exekveringen, exekveringar	N
exemplify, exemplified, exemplified	 exemplifiera, exemplifierade, exemplifierat	V
exercise, exercises	övning, övningen, övningar	N
expand, expanded, expanded	 utöka, utökade, utökat	V
expansion, expansions	expansion, expansionen, expansioner	N
expansion bus, expansion buses	expansionskort, expansionskortet, expansionskort	N
expense, expenses	utgift, utgiften, utgifter	N
experience, experienced, experienced	 erfarenhet, erfarenhetdde, erfarenhettt	V
experiment, experimented, experimented	 experimentera, experimenterade, experimenterat	V
expert, experts	expert, experten, experter	N
explicit	tydlig, tydligt	A
explore, explored, explored	 utforska, utforskade, utforskat	V
express, expressed, expressed	 uttrycka, uttryckte, uttryckt	V
expression, expressions	uttryck, uttrycket, uttryck	N
extend, extended, extended	 utöka, utökade, utökat	V
extension, extensions	förlängning, förlängningen, förlängningar	N
exterior	yttre, yttre	A
exterior, exteriors	yttre, yttret, yttren	N
external	yttre, yttre	A
extract, extracts	utdrag, utdraget, utdrag	N
extract, extracted, extracted	 extrahera, extraherade, extraherat	V
extraction, extractions	extraktion, extraktionen, extraktioner	N
extreme	extrem, extremt	A
facility, facilities	möjlighet, möjligheten, möjligheter	N
factor, factors	faktor, faktorn, faktorer	N
factory, factories	fabrik, fabriken, fabriker	N
false	falsk, falskt	A
fan, fans	fläkt, fläkten, fläktar	N
fan, fanned, fanned	 fläkta, fläktade, fläktat	V
fast	snabb, snabbt	A
fault, faults	fel, felet, fel	N
feasibility study, feasibility studies	förstudie, förstudien, förstudier	N
feature, features	funktion, funktionen, funktioner	N
feed, feeds	flöde, flödet, flöden	N
field, fields	fält, fältet, fält	N
file, files	fil, filen, filer	N
file, filed, filed	 arkivera, arkiverade, arkiverat	V
file format, file formats	filformat, filformatet, filformat	N
file name, file names	filnamn, filnamnet, filnamn	N
filename extension, filename extensions	filändelse, filändelsen, filändelser	N
filing, filings	arkivering, arkiveringen, arkiveringar	N
filter, filtered, filtered	 filtrera, filtrerade, filtrerat	V
finance, financed, financed	 finansiera, finansierade, finansierat	V
finite	ändlig, ändligt	A
firewall, firewalls	brandvägg, brandväggen, brandväggar	N
firmware, firmwares	firmware, firmwaret, firmwares	N
flash, flashes	sken, skenet, sken	N
flash, flashed, flashed	 blinka, blinkade, blinkat	V
flash memory, flash memories	flashminne, flashminnet, flashminnen	N
flight simulator, flight simulators	flygsimulator, flygsimulatorn, flygsimulatorer	N
floating point number, floating point numbers	flyttal, flyttalet, flyttal	N
floppy disk, floppy disks	diskett, disketten, disketter	N
flow, flows	flöde, flödet, flöden	N
fluid	flytande, flytande	A
fluid, fluids	vätska, vätskan, vätskor	N
focus, focused, focused	 fokusera, fokuserade, fokuserat	V
forgery, forgeries	förfalskning, förfalskningen, förfalskningar	N
form, forms	formulär, formuläret, formulär	N
form factor, form factors	formfaktor, formfaktoren, formfaktorer	N
formal	formell, formellt	A
formal verification, formal verifications	formell verifiering, formella verifieringen, formella verifieringar	N
format, formats	format, formatet, format	N
formula, formulas	formel, formeln, formler	N
formulate, formulated, formulated	 formulera, formulerade, formulerat	V
forwarding, forwardings	spedition, speditionen, speditioner	N
foundation, foundations	grund, grunden, grunder	N
frame, frames	ram, ramen, ramar	N
framework, frameworks	ramverk, ramverket, ramverk	N
free	fri, fritt	A
free, frees	fri, fria, fria	N
free, freed, freed	 fria, friade, friat	V
frequency, frequencys	frekvens, frekvensen, frekvenser	N
front, fronts	front, fronten, fronter	N
frontier, frontiers	gräns, gränsen, gränser	N
full	full, fullt	A
function, functions	funktion, funktionen, funktioner	N
function, functionned, functionned	 fungera, fungerade, fungerat	V
functional	funktionell, funktionellt	A
functional programming, functional programmings	funktionell programmering, funktionella programmeringen, funktionella programmeringar	N
functionality, functionalities	funktionalitet, funktionaliteten, funktionaliteter	N
fundamental	fundamental, fundamentalt	A
fundamental, fundamentals	fundamental, fundamentalet, fundamental	N
future	framtida, framtida	A
game, games	spel, spelet, spel	N
game, gamed, gamed	 spela, spelade, spelat	V
game engine, game engines	spelmotor, spelmotorn, spelmotorer	N
game theory, game theories	spelteori, spelteorin, spelteorier	N
garbage, garbages	skräp, skräpet, skräp	N
garbage collection, garbage collections	skräpsamling, skräpsamlingen, skräpsamlingar	N
gate, gates	grind, grinden, grindar	N
gateway, gateways	port, porten, portar	N
general	allmän, allmänt	A
generalization, generalizations	generalisering, generaliseringen, generaliseringar	N
generalize, generalized, generalized	 generalisera, generaliserade, generaliserat	V
generate, generated, generated	 generera, genererade, genererat	V
generation, generations	generation, generationen, generationer	N
generative	generativ, generativt	A
generic	generisk, generiskt	A
genetic	generisk, generiskt	A
geographic	geografisk, geografiskt	A
geography, geographys	geografi, geografiet, geografi	N
geometric	geometrisk, geometriskt	A
geometry, geometries	geometri, geometrin, geometrier	N
gigabit, gigabits	gigabit, gigabiten, gigabits	N
gigabyte, gigabytes	gigabyte, gigabyten, gigabytes	N
give, gave, given	 ge, gav, gett	V
global	global, globalt	A
global variable, global variables	global variabel, globala variabeln, globala variabler	N
globalization, globalizations	globalisering, globaliseringen, globaliseringar	N
goal, goals	mål, målet, mål	N
good	bra, bra	A
grammar, grammars	grammatik, grammatiken, grammatiker	N
grammars, grammarss	grammatik, grammatiken, grammatiker	N
graph, graphs	graf, grafen, grafer	N
graph theory, graph theories	grafteori, grafteorin, grafteorier	N
graphic	grafisk, grafiskt	A
graphic, graphics	grafik, grafiken, grafiker	N
graphical	grafisk, grafiskt	A
graphical user interface, graphical user interfaces	grafiskt användargränssnitt, grafiska användargränssnittet, grafiska användargränssnitt	N
graphics card, graphics cards	grafikkort, grafikkortet, grafikkort	N
graphics processing unit, graphics processing units	grafikprocessor, grafikprocessorn, grafikprocessorer	N
grid, grids	rutnät, rutnätet, rutnät	N
group, groups	grupp, gruppen, grupper	N
guard, guards	vakt, vakten, vakter	N
guideline, guidelines	riktlinje, riktlinjen, riktlinjer	N
handler, handlers	hanterare, hanteraren, hanterare	N
handshake, handshakes	handskakning, handskakningen, handskakningar	N
hard	svår, svårt	A
hard	svår, svårt	A
hard disk drive, hard disk drives	hårddisk, hårddisken, hårddiskar	N
hard drive, hard drives	hårddisk, hårddisken, hårddiskar	N
hardware, hardwares	hårdvara, hårdvaran, hårdvaror	N
hardware acceleration, hardware accelerations	hårdvaruacceleration, hårdvaruaccelerationen, hårdvaruaccelerationer	N
hardware system, hardware systems	hårdvarusystem, hårdvarusystemet, hårdvarusystem	N
hardware unit, hardware units	hårdvaruenhet, hårdvaruenheten, hårdvaruenheter	N
hash function, hash functions	hashfunktion, hashfunktionen, hashfunktioner	N
hash table, hash tables	hashtabell, hashtabellen, hashtabeller	N
head, heads	huvud, huvudet, huvuden	N
head, headed, headed	 leda, ledde, lett	V
heapsort, heapsorts	heapsort, heapsorten, heapsorter	N
hertz, hertzes	hertz, hertzet, hertz	N
heuristic, heuristics	heuristik, heuristiken, heuristiker	N
hide, hided, hided	 dölja, dolde, dolt	V
hierarchical	hierarkisk, hierarkiskt	A
hierarchy, hierarchies	hierarki, hierarkin, hierarkier	N
high	hög, högt	A
hint, hints	antydan, antydan, antydningar	N
hint, hinted, hinted	 antyda, antydde, antytt	V
histogram, histograms	histogram, histogramet, histogram	N
hit, hits	träff, träffen, träffar	N
holding, holdings	innehav, innehavet, innehav	N
holistic approach, holistic approaches	helhetssyn, helhetssynen, helhetssyner	N
host, hosts	värd, värden, värdar	N
hotkey, hotkeys	snabbvalstangent, snabbvalstangenten, snabbvalstangenter	N
hub, hubs	centrum, centrumet, centrum	N
human, humans	människa, människan, människor	N
human-computer interation, human-computer interations	människa-datorinteraktion, människa-datorinteraktionen, människa-datorinteraktioner	N
hybrid, hybrids	hybrid, hybriden, hybrider	N
hyperlink, hyperlinks	hyperlänk, hyperlänken, hyperlänkar	N
hypertext, hypertexts	hypertext, hypertexten, hypertexter	N
identifier, identifiers	identifierare, identifieraren, identifierare	N
identify, identified, identified	 identifiera, identifierade, identifierat	V
identity, identities	identitet, identiteten, identiteter	N
if-loop, if-loops	if-loop, if-loopen, if-loopar	N
if-statement, if-statements	if-sats, if-satsen, if-satser	N
image, images	bild, bilden, bilder	N
image, imaged, imaged	 föreställa, föreställde, föreställt	V
imagery, imageries	bildsamling, bildsamlingen, bildsamlingar	N
immutable	oföränderlig, oföränderligt	A
impact, impacts	verkan, verkan, verkan	N
imperative	imperativ, imperativt	A
imperative programming, imperative programmings	imperativ programmering, imperativa programmeringen, imperativa programmeringar	N
implement, implemented, implemented	 implementera, implementerade, implementerat	V
implementation, implementations	implementering, implementeringen, implementeringar	N
implementation problem, implementation problems	implementationsproblem, implementationsproblemet, implementationsproblem	N
implementation problems, implementation problemses	implementationsproblematik, implementationsproblematiken, implementationsproblematiker	N
implication, implications	implikation, implikationen, implikationer	N
improve, improved, improved	 förbättra, förbättrade, förbättrat	V
improvement, improvements	förbättring, förbättringen, förbättringar	N
include, included, included	 inkludera, inkluderade, inkluderat	V
incremental	inkrementell, inkrementellt	A
independent	oberoende, oberoende	A
index, indexes	index, indexet, index	N
indicator, indicators	indikator, indikatorn, indikatorer	N
indirect	indirekt, indirekt	A
individual	individuell, individuellt	A
individual, individuals	individ, individen, individer	N
induction, inductions	induktion, induktionen, induktioner	N
industrial	industriell, industriellt	A
industry, industries	industri, industrin, industrier	N
inference, inferences	inferens, inferensen, inferenser	N
information, informations	information, informationen, informationer	N
information system, information systems	informationssystem, informationssystemet, informationssystem	N
information technology, information technologies	informationsteknik, informationstekniken, informationsteknikar	N
information theory, information theories	informationsteori, informationsteorien, informationsteoriar	N
infrastructure, infrastructures	infrastruktur, infrastrukturen, infrastrukturer	N
inheritance, inheritances	arv, arvet, arv	N
initialization, initializations	initiering, initieringen, initieringar	N
initialize, initialized, initialized	 initialisera, initialiserade, initialiserat	V
initiative, initiatives	initiativ, initiativet, initiativ	N
injection, injections	injektion, injektionen, injektioner	N
input, inputs	indata, indatan, indata	N
insertion, insertions	införande, införandet, införanden	N
insertion sort, insertion sorts	insättningssortering, insättningssorteringen, insättningssorteringar	N
inspection, inspections	granskning, granskningen, granskningar	N
instance, instances	instans, instansen, instanser	N
institute, institutes	institut, institutet, institut	N
institute, instituted, instituted	 införa, införde, infört	V
instruction, instructions	instruktion, instruktionen, instruktioner	N
instruction set architecture, instruction set architectures	instruktionsuppsättning, instruktionsuppsättningen, instruktionsuppsättningar	N
instrument, instruments	instrument, instrumentet, instrument	N
instrumentation, instrumentations	instrumentering, instrumenteringen, instrumenteringar	N
integer, integers	heltal, heltalet, heltal	N
integrate, integrated, integrated	 integrera, integrerade, integrerat	V
integrated circuit, integrated circuits	integrerad krets, integrerade kretsen, integrerade kretsar	N
integrated development environment, integrated development environments	integrerad utvecklingsmiljö, integrerade utvecklingsmiljöen, integrerade utvecklingsmiljöer	N
integration, integrations	integration, integrationen, integrationer	N
integrity, integrities	integritet, integriteten, integriteter	N
intellectual	intellektuell, intellektuellt	A
intelligence, intelligences	intelligens, intelligensen, intelligenser	N
intelligent	intelligent, intelligent	A
inter, intered, intered	 begrava, begravde, begravit	V
inter-process communication, inter-process communications	interprocesskommunikation, interprocesskommunikationen, interprocesskommunikationer	N
interaction, interactions	interaktion, interaktionen, interaktioner	N
interactive	interaktiv, interaktivt	A
interchange, interchanges	utbyte, utbytet, utbyten	N
interchange, interchanged, interchanged	 växla, växlade, växlat	V
interconnect, interconnected, interconnected	 sammanlänka, sammanlänkade, sammanlänkat	V
interconnection, interconnections	sammanlänkning, sammanlänkningen, sammanlänkningar	N
interdisciplinary	tvärvetenskaplig, tvärvetenskapligt	A
interested	interesserad, interesserat	A
interface, interfaces	gränssnitt, gränssnittet, gränssnitt	N
interface design, interface designs	gränssnittsdesign, gränssnittsdesignen, gränssnittsdesigner	N
interference, interferences	interferens, interferensen, interferenser	N
interior	inre, inre	A
interior, interiors	inrede, inredet, inreden	N
interleave, interleaved, interleaved	 interfoliera, interfolierade, interfolierat	V
intermediate	mellanliggande, mellanliggande	A
internal	inre, inre	A
international	internationell, internationellt	A
internationalization, internationalizations	internationalisering, internationaliseringen, internationaliseringar	N
internationalize, internationalized, internationalized	 internationalisera, internationaliserade, internationaliserat	V
internet, internets	internet, internet, internet	N
interpret, interpretted, interpretted	 interpretera, interpreterade, interpreterat	V
interpretation, interpretations	tolkning, tolkningen, tolkningar	N
interrupt, interrupted, interrupted	 avbryta, avbröt, avbrutit	V
interruption, interruptions	avbrott, avbrottet, avbrott	N
interval, intervals	intervall, intervallet, intervaller	N
introduce, introduced, introduced	 introducera, introducerade, introducerat	V
introduction, introductions	introduktion, introduktionen, introduktioner	N
intrusion, intrusions	intrång, intrånget, intrång	N
invariant	invariant, invariant	A
invocation, invocations	invokation, invokationen, invokationer	N
ip-adress, ip-adresses	ip-address, ip-addressen, ip-addresser	N
irregular	oregelbunden, oregelbundet	A
issue, issues	problem, problemet, problem	N
iteration, iterations	iteration, iterationen, iterationer	N
iterative	iterativ, iterativt	A
job, jobs	arbete, arbetet, arbeten	N
job, jobbed, jobbed	 arbeta, arbetade, arbetat	V
junction, junctions	förbindelse, förbindelsen, förbindelser	N
kernel, kernels	kärna, kärnan, kärnor	N
key feature, key features	huvudfunktion, huvudfunktionen, huvudfunktioner	N
keyboard, keyboards	tangentbord, tangentbordet, tangentbord	N
kibibyte, kibibytes	kibibyte, kibibyten, kibibytes	N
kilobit, kilobits	kilobit, kilobiten, kilobits	N
kilobyte, kilobytes	kilobyte, kilobyten, kilobytes	N
kilohertz, kilohertzes	kilohertz, kilohertzet, kilohertz	N
kind, kinds	sort, sorten, sorter	N
kit, kits	verktyg, verktyget, verktyg	N
knowledge, knowledges	kunskap, kunskapen, kunskaper	N
lab, labs	labb, labben, labbar	N
label, labels	etikett, etiketten, etiketter	N
label, labeled, labeled	 beteckna, betecknade, betecknat	V
laboratory task, laboratory tasks	laboration, laborationen, laborationer	N
language, languages	språk, språket, språk	N
language extension, language extensions	språkutvidgning, språkutvidgningen, språkutvidgningar	N
laptop, laptops	laptop, laptopen, laptops	N
large	stor, stort	A
laser, lasers	laser, lasern, lasrar	N
law, laws	lag, lagen, lagar	N
layer, layers	lager, lagret, lager	N
layout, layouts	layout, layouten, layouter	N
lazy	lat, lat	A
learn, learnt, learnt	 lära, lärde, lärt	V
learning, learnings	bildning, bildningen, bildningar	N
learning outcome, learning outcomes	lärandemål, lärandemålet, lärandemål	N
lecture, lectures	föreläsning, föreläsningen, föreläsningar	N
letters, letterses	bokstäver, bokstävret, bokstäver	N
level, levels	nivå, nivån, nivåer	N
library, libraries	programbibliotek, programbiblioteket, programbibliotek	N
library, libraries	bibliotek, biblioteket, bibliotek	N
licence, licences	licens, licensen, licenser	N
license, licensed, licensed	 licensiera, licensierade, licensierat	V
light, lights	ljus, ljuset, ljus	N
lightweight	lätt, lätt	A
limit, limits	gräns, gränsen, gränser	N
limit, limitted, limitted	 begränsa, begränsade, begränsat	V
line, lines	linje, linjen, linjer	N
linear	linjär, linjärt	A
linear search, linear searches	linjärsökning, linjärsökningen, linjärsökningar	N
linguistics, linguisticses	språkvetenskap, språkvetenskapen, språkvetenskaper	N
link, links	länk, länken, länkar	N
link, linked, linked	 knyta, knöt, knutit	V
linked list, linked lists	länkad lista, länkade listan, länkade listor	N
linux, linuxes	linux, linuxet, linux	N
liquid	flytande, flytande	A
liquid, liquids	vätska, vätskan, vätskor	N
lisp, lisped, lisped	 lispa, lispade, lispat	V
list, lists	lista, listan, listor	N
list, listed, listed	 lista, listade, listat	V
literature, literatures	litteratur, litteraturen, litteraturer	N
litterature study, litterature studies	litteraturstudie, litteraturstudien, litteraturstudier	N
load, loads	laddning, laddningen, laddningar	N
load, loaded, loaded	 ladda, laddade, laddat	V
loader, loaders	lastare, lastaren, lastare	N
loading, loadings	laddning, laddningen, laddningar	N
local	lokal, lokalt	A
locality, localities	lokalitet, lokaliteten, lokaliteter	N
localization, localizations	lokalisering, lokaliseringen, lokaliseringar	N
logarithm, logarithms	logaritm, logaritmen, logaritmer	N
logic, logics	logik, logiken, logiker	N
logic programming, logic programmings	logikprogrammering, logikprogrammeringen, logikprogrammeringar	N
logical	logisk, logiskt	A
logo, logos	logga, loggan, loggor	N
look, looked, looked	 titta, tittade, tittat	V
loop, loops	loop, loopen, loopar	N
loss, losses	förlust, förlusten, förluster	N
lossless	förlustlös, förlustlöst	A
lossless	förlustlös, förlustlöst	A
machine, machines	maskin, maskinen, maskiner	N
machine code, machine codes	maskinkod, maskinkoden, maskinkoder	N
machine learning, machine learnings	maskininlärning, maskininlärningen, maskininlärningar	N
machinery, machineries	maskineri, maskineriet, maskinerier	N
magnetic	magnetisk, magnetiskt	A
mail, mails	mail, mailet, mail	N
mail, mailed, mailed	 posta, postade, postat	V
main	huvudsaklig, huvudsakligt	A
mainframe computer, mainframe computers	stordator, stordatorn, stordatorer	N
maintain, maintained, maintained	 underhålla, underhöll, underhållit	V
maintenance, maintenances	underhåll, underhållet, underhåll	N
manageable	hanterlig, hanterligt	A
management, managements	förvaltning, förvaltningen, förvaltningar	N
manager, managers	manager, managern, managers	N
mandatory	obligatorisk, obligatoriskt	A
mandatory access control, mandatory access controls	obligatorisk åtkomstkontroll, obligatoriska åtkomstkontrollen, obligatoriska åtkomstkontroller	N
manipulation, manipulations	manipulation, manipulationen, manipulationer	N
manufacture, manufactured, manufactured	 tillverka, tillverkade, tillverkat	V
manufacturer, manufacturers	tillverkare, tillverkaren, tillverkare	N
map, maps	karta, kartan, kartor	N
map, mapped, mapped	 kartlägga, kartla, kartlagt	V
mark, marks	märke, märket, märken	N
mark, marked, marked	 markera, markerade, markerat	V
markup, markups	påslag, påslaget, påslag	N
master, masters	mästare, mästaren, mästare	N
master, mastered, mastered	 bemästra, bemästrade, bemästrat	V
mathematical	matematisk, matematiskt	A
mathematical model, mathematical models	matematisk modell, matematiska modellen, matematiska modeller	N
mathematical modelling, mathematical modellings	matematiskmodellering, matematiskmodelleringen, matematiskmodelleringar	N
mathematics, mathematicses	matematik, matematiken, matematiker	N
matrix, matricies	matris, matrisen, matriser	N
maturity, maturities	mognad, mognaden, mognader	N
maximum	maximal, maximalt	A
maximum, maximums	maximum, maximumet, maximum	N
measure, measured, measured	 mäta, mätte, mätt	V
measurement, measurements	mått, måttet, mått	N
mechanical	mekanisk, mekaniskt	A
mechanism, mechanisms	mekanism, mekanismen, mekanismer	N
media, medias	media, median, medior	N
media player, media players	mediespelare, mediespelaren, mediespelare	N
medical	medicinsk, medicinskt	A
medium, mediums	medium, mediumet, medium	N
megabit, megabits	megabit, megabitet, megabits	N
megabyte, megabytes	megabyte, megabytet, megabytes	N
megahertz, megahertzes	megahertz, megahertzet, megahertz	N
memory, memories	minne, minnet, minnen	N
memory address, memory addresses	minnesadress, minnesadressen, minnesadresser	N
memory card, memory cards	minneskort, minneskortet, minneskort	N
memory hierarchy, memory hierarchies	minneshierarki, minneshierarkin, minneshierarkier	N
memory hierarchy level, memory hierarchy levels	minneshierarkinivå, minneshierarkinivån, minneshierarkinivåer	N
menu, menus	meny, menyn, menyer	N
menu bar, menu bars	menyfält, menyfältet, menyfält	N
merger, mergers	sammanslagning, sammanslagningen, sammanslagningar	N
message, messages	meddelande, meddelandet, meddelanden	N
meta, metas	meta, metan, metor	N
metal, metals	metall, metallen, metaller	N
method, methods	metod, metoden, metoder	N
methodology, methodologies	metodologi, metodologin, metodologier	N
micro	mikro, mikro	A
microarchitecture level, microarchitecture levels	mikroarkitekturnivå, mikroarkitekturnivån, mikroarkitekturnivåer	N
microcode, microcodes	mikroprogram, mikroprogrammet, mikroprogram	N
microcontroller, microcontrollers	mikrokontroller, mikrokontrollen, mikrokontroller	N
microprocessor, microprocessors	mikroprocessor, mikroprocessorn, mikroprocessorer	N
millennium, millenniums	årtusende, årtusendet, årtusenden	N
million, millions	miljon, miljonen, miljoner	N
minimum, minimums	minimum, minimumet, minimum	N
miss, misses	miss, missen, missar	N
mode, modes	läge, läget, lägen	N
model, models	modell, modellen, modeller	N
model, modeled, modeled	 modellera, modellerade, modellerat	V
modeling, modelings	modellering, modelleringen, modelleringar	N
modelling, modellings	modellering, modelleringen, modelleringar	N
modelling language, modelling languages	modelleringsspråk, modelleringsspråket, modelleringsspråk	N
modem, modems	modem, modemet, modem	N
modern	modern, modernt	A
modifier, modifiers	modifierare, modifieraren, modifierare	N
modify, modified, modified	 modifiera, modifierade, modifierat	V
modular	modulär, modulärt	A
module, modules	modul, modulen, moduler	N
molecular	molekylär, molekylärt	A
monad, monads	monad, monaden, monader	N
monitor, monitors	bildskärm, bildskärmen, bildskärmar	N
monitor, monitorred, monitorred	 övervaka, övervakade, övervakat	V
monochrome	enfärgad, enfärgat	A
monochrome, monochromes	monokrom, monokromen, monokromer	N
monotonic	monoton, monotont	A
mortality, mortalities	dödlighet, dödligheten, dödligheter	N
motherboard, motherboards	moderkort, moderkortet, moderkort	N
motion, motions	rörelse, rörelsen, rörelser	N
motion sensor, motion sensors	rörelsesensor, rörelsesensorn, rörelsesensorer	N
mouse, mice	mus, musen, möss	N
multi-core processor, multi-core processors	flerkärnig processor, flerkärniga processorn, flerkärniga processorer	N
multilingual	flerspråkig, flerspråkigt	A
multimedia, multimedias	multimedia, multimedian, multimedior	N
multiple	multipel, multipelt	A
multiple, multiples	mångfald, mångfalden, mångfalder	N
multiplication, multiplications	multiplikation, multiplikationen, multiplikationer	N
multiprocessing, multiprocessings	multiprocessering, multiprocesseringen, multiprocesseringar	N
multiprocessor, multiprocessors	multiprocessor, multiprocessorn, multiproccesorer	N
mutable	muterbar, muterbart	A
name, named, named	 namnge, namngav, namngett	V
national	nationell, nationellt	A
native	inhemsk, inhemskt	A
native, natives	infödd, infödda, infödda	N
negation, negations	negation, negationen, negationer	N
negative	negativ, negativt	A
nested	nästlad, nästlat	A
network, networks	nätverk, nätverket, nätverk	N
network interface controller, network interface controllers	nätverkskort, nätverkskortet, nätverkskort	N
network protocol, network protocols	nätverksprotokoll, nätverksprotokollet, nätverksprotokoll	N
network security, network securities	nätverksäkerhet, nätverksäkerheten, nätverksäkerheter	N
neural	neural, neuralt	A
neural network, neural networks	neuralt nätverk, neurala nätverket, neurala nätverk	N
news, newses	nyhet, nyheten, nyheter	N
node, nodes	nod, noden, noder	N
nondeterministic	icke-deterministisk, icke-deterministiskt	A
normal	normal, normalt	A
normal form, normal forms	normalform, normalformen, normalformer	N
notation, notations	notation, notationen, notationer	N
notification, notifications	meddelande, meddelandet, meddelanden	N
number, numbers	tal, talet, tal	N
number, numbered, numbered	 omfatta, omfattade, omfattat	V
number theory, number theories	talteori, talteorien, talteoriar	N
numerical	numerisk, numeriskt	A
numerical analysis, numerical analyses	numerisk analys, numeriska analysen, numeriska analyser	N
object, objects	objekt, objektet, objekt	N
object, objected, objected	 invända, invände, invänt	V
object oriented, object orienteds	objektorientering, objektorienteringen, objektorienteringar	N
object-oriented program, object-oriented programs	objektorienterat program, objektorienterade programmet, objektorienterade program	N
objective, objectives	objektiv, objektivet, objektiv	N
obtain, obtained, obtained	 erhålla, erhöll, erhållit	V
officer, officers	officer, officern, officerer	N
old	gammal, gammalt	A
open	öppen, öppet	A
operate, operated, operated	 operera, opererade, opererat	V
operating system, operating systems	operativsystem, operativsystemet, operativsystem	N
operation, operations	verksamhet, verksamheten, verksamheter	N
operator, operators	operator, operatorn, operatorer	N
optical	optisk, optiskt	A
optical disc, optical discs	optisk skiva, optiska skivan, optiska skivor	N
optical fiber, optical fibers	fiberoptik, fiberoptiken, fiberoptikar	N
optimal	optimal, optimalt	A
optimization, optimizations	optimering, optimeringen, optimeringar	N
optimize, optimized, optimized	 optimera, optimerade, optimerat	V
order, orders	ordning, ordningen, ordningar	N
order, ordered, ordered	 beställa, beställde, beställt	V
organic	organisk, organiskt	A
organization, organizations	organisation, organisationen, organisationer	N
orient, oriented, oriented	 orientera, orienterade, orienterat	V
original	ursprunglig, ursprungligt	A
original, originals	original, originalet, original	N
orthogonal	ortogonal, ortogonalt	A
os, oses	operativsystem, operativsystemet, operativsystem	N
outcome, outcomes	utfall, utfallet, utfall	N
output, outputs	utdata, urdatan, utdata	N
overcome, overcomed, overcomed	 överkomma, överkom, överkommit	V
overview, overviews	översikt, översikten, översikter	N
package, packages	paket, paketet, paket	N
packet, packets	paket, paketet, paket	N
page, pages	sida, sidan, sidor	N
page, paged, paged	 söka, sökte, sökt	V
pair, pairs	par, paret, par	N
pair programming, pair programmings	parprogrammering, parprogrammeringen, parprogrammeringar	N
panel, panels	panel, panelen, paneler	N
paradigm, paradigms	paradigm, paradigmen, paradigmer	N
parallel	parallell, parallellt	A
